ENSEMBL ID,HGNC Symbol,Gene Biotype,Description,log2(FC) DUP vs DEL,"P value, DUP vs DEL","FDR-adjusted P value, DUP vs DEL",log2(FC) DUP vs CTL,"P value, DUP vs CTL","FDR-adjusted P value, DUP vs CTL",log2(FC) DEL vs CTL,"P value, DEL vs CTL","FDR-adjusted P value, DEL vs CTL"
ENSG00000120833,SOCS2,protein_coding,suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:19382],-0.921652537,0.000269702,0.030207854,-0.593321924,0.004038013,0.122285225,0.328330614,0.038262241,0.726828691
ENSG00000230202,RP11-632C17__A.1,pseudogene,,3.732996005,0.000271222,0.030207854,1.541788079,0.024284832,0.282532938,-2.191207926,0.006178174,0.436097733
ENSG00000254377,LINC00966,lincRNA,long intergenic non-protein coding RNA 966 [Source:HGNC Symbol;Acc:48723],-1.133246616,0.000285247,0.031315799,-0.995066622,0.000382906,0.040186324,0.138179994,0.416276366,0.942686326
ENSG00000136932,C9orf156,protein_coding,chromosome 9 open reading frame 156 [Source:HGNC Symbol;Acc:30967],0.628225502,0.000286348,0.031315799,0.387827396,0.00353678,0.116293642,-0.240398106,0.04296626,0.747187196
ENSG00000185989,RASA3,protein_coding,RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:20331],-0.566195204,0.000290278,0.031315799,-0.400830787,0.00179562,0.085911545,0.165364418,0.091644223,0.817896665
ENSG00000173726,TOMM20,protein_coding,translocase of outer mitochondrial membrane 20 homolog (yeast) [Source:HGNC Symbol;Acc:20947],-0.42068222,0.000290615,0.031315799,-0.278963894,0.002494544,0.099215446,0.141718326,0.063506026,0.794802813
ENSG00000115290,GRB14,protein_coding,growth factor receptor-bound protein 14 [Source:HGNC Symbol;Acc:4565],-1.678296748,0.000292852,0.031315799,-1.342453433,0.000986794,0.063850273,0.335843315,0.190777277,0.897344239
ENSG00000172986,GXYLT2,protein_coding,glucoside xylosyltransferase 2 [Source:HGNC Symbol;Acc:33383],-1.550541552,0.000294997,0.031315799,-0.45759767,0.110105207,0.511940267,1.092943881,0.001240999,0.224008874
ENSG00000115944,COX7A2L,protein_coding,cytochrome c oxidase subunit VIIa polypeptide 2 like [Source:HGNC Symbol;Acc:2289],-0.331220661,0.000298051,0.031394663,-0.223948705,0.00218373,0.090741655,0.107271956,0.073766191,0.796478379
ENSG00000188559,RALGAPA2,protein_coding,"Ral GTPase activating protein, alpha subunit 2 (catalytic) [Source:HGNC Symbol;Acc:16207]",0.450529914,0.000301434,0.031506856,0.31881198,0.001469022,0.07709927,-0.131717933,0.104989382,0.831007116
ENSG00000204967,PCDHA4,protein_coding,protocadherin alpha 4 [Source:HGNC Symbol;Acc:8670],-1.35183684,0.000314061,0.032576045,-1.367396924,5.44E-05,0.016000412,-0.015560084,0.943210058,0.99744829
ENSG00000135124,P2RX4,protein_coding,"purinergic receptor P2X, ligand-gated ion channel, 4 [Source:HGNC Symbol;Acc:8535]",-0.965183342,0.000326568,0.033616688,-0.562713828,0.005849662,0.144256266,0.402469514,0.030870924,0.703815637
ENSG00000144824,PHLDB2,protein_coding,"pleckstrin homology-like domain, family B, member 2 [Source:HGNC Symbol;Acc:29573]",-1.556567788,0.000332811,0.03374559,-0.944736376,0.005665096,0.142716342,0.611831412,0.033597457,0.709840844
ENSG00000204767,FAM196B,protein_coding,"family with sequence similarity 196, member B [Source:HGNC Symbol;Acc:37271]",-1.174723145,0.000333652,0.03374559,-0.909093254,0.001366911,0.074893501,0.265629891,0.155292752,0.873327748
ENSG00000148700,ADD3,protein_coding,adducin 3 (gamma) [Source:HGNC Symbol;Acc:245],-0.513194504,0.000337311,0.03374559,-0.385258563,0.000898522,0.062291402,0.127935941,0.170079077,0.883085404
ENSG00000143061,IGSF3,protein_coding,"immunoglobulin superfamily, member 3 [Source:HGNC Symbol;Acc:5950]",-0.683313751,0.00033787,0.03374559,-0.53454611,0.000702375,0.055102646,0.14876764,0.218517901,0.910673342
ENSG00000051108,HERPUD1,protein_coding,"homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1 [Source:HGNC Symbol;Acc:13744]",0.603766992,0.000340288,0.03374559,0.348166682,0.007959636,0.173048863,-0.25560031,0.024201627,0.660344796
ENSG00000111670,GNPTAB,protein_coding,"N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits [Source:HGNC Symbol;Acc:29670]",-0.463646177,0.000344975,0.03374559,-0.40713994,0.00021281,0.028916682,0.056506238,0.485875496,0.960861045
ENSG00000171811,TTC40,protein_coding,tetratricopeptide repeat domain 40 [Source:HGNC Symbol;Acc:25247],0.964277091,0.000346284,0.03374559,0.689921126,0.000406848,0.041880657,-0.274355965,0.169581428,0.881849385
ENSG00000175745,NR2F1,protein_coding,"nuclear receptor subfamily 2, group F, member 1 [Source:HGNC Symbol;Acc:7975]",-1.462132761,0.000348753,0.03374559,-1.414729007,7.69E-05,0.017720999,0.047403755,0.849839671,0.992890015
ENSG00000205572,SERF1B,protein_coding,small EDRK-rich factor 1B (centromeric) [Source:HGNC Symbol;Acc:10756],-0.689940581,0.000351162,0.03374559,-0.733437045,2.56E-05,0.011207922,-0.043496464,0.708792219,0.984582953
ENSG00000104907,TRMT1,protein_coding,tRNA methyltransferase 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25980],0.457540038,0.000352655,0.03374559,0.330902661,0.001173263,0.069202316,-0.126637377,0.137407769,0.867049109
ENSG00000109881,CCDC34,protein_coding,coiled-coil domain containing 34 [Source:HGNC Symbol;Acc:25079],-0.763544154,0.000355981,0.03382569,-0.470380009,0.004943819,0.133286937,0.293164145,0.041059554,0.743287288
ENSG00000263426,RN7SL471P,misc_RNA,"RNA, 7SL, cytoplasmic 471, pseudogene [Source:HGNC Symbol;Acc:46487]",2.234174188,0.000362096,0.033903836,1.84728105,0.000330967,0.037791467,-0.386893138,0.343432395,0.922370916
ENSG00000105197,TIMM50,protein_coding,translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:23656],0.485831876,0.00036293,0.033903836,0.315614856,0.003184559,0.110106345,-0.17021702,0.062594832,0.794802813
ENSG00000106948,AKNA,protein_coding,AT-hook transcription factor [Source:HGNC Symbol;Acc:24108],0.978501143,0.000366699,0.033903836,0.427614612,0.038277885,0.339947644,-0.550886531,0.004349296,0.404542874
ENSG00000154639,CXADR,protein_coding,coxsackie virus and adenovirus receptor [Source:HGNC Symbol;Acc:2559],-0.35054203,0.000366784,0.033903836,-0.261650818,0.001058362,0.06454719,0.088891212,0.16425082,0.878402306
ENSG00000170624,SGCD,protein_coding,"sarcoglycan, delta (35kDa dystrophin-associated glycoprotein) [Source:HGNC Symbol;Acc:10807]",1.258831981,0.000392478,0.035839818,1.089420512,0.000137318,0.021951498,-0.169411469,0.483646589,0.960226453
ENSG00000151892,GFRA1,protein_coding,GDNF family receptor alpha 1 [Source:HGNC Symbol;Acc:4243],-1.401179865,0.000394631,0.035839818,-1.033885218,0.001915219,0.08668172,0.367294646,0.125247369,0.857178373
ENSG00000185442,FAM174B,protein_coding,"family with sequence similarity 174, member B [Source:HGNC Symbol;Acc:34339]",-0.671571973,0.000395641,0.035839818,-0.424211425,0.004024349,0.122285225,0.247360549,0.054710211,0.792805714
ENSG00000118961,C2orf43,protein_coding,chromosome 2 open reading frame 43 [Source:HGNC Symbol;Acc:26145],0.663878649,0.000402759,0.036021649,0.362638819,0.013294929,0.221084057,-0.30123983,0.016756335,0.589857723
ENSG00000135127,CCDC64,protein_coding,coiled-coil domain containing 64 [Source:HGNC Symbol;Acc:28095],1.017555697,0.00040295,0.036021649,0.664508021,0.004976548,0.133903636,-0.353047676,0.048886113,0.771503492
ENSG00000230269,RP1-40E16.9,lincRNA,,-1.296214828,0.00040785,0.036221332,-1.188269339,0.000344052,0.038958106,0.10794549,0.589347502,0.970164295
ENSG00000078549,ADCYAP1R1,protein_coding,adenylate cyclase activating polypeptide 1 (pituitary) receptor type I [Source:HGNC Symbol;Acc:242],-0.983551557,0.000421406,0.037146995,-0.667377706,0.003160426,0.110106345,0.316173851,0.078312336,0.798448416
ENSG00000169136,ATF5,protein_coding,activating transcription factor 5 [Source:HGNC Symbol;Acc:790],1.511335084,0.00042374,0.037146995,0.591539045,0.073553804,0.441331706,-0.919796039,0.001716536,0.253019307
ENSG00000197728,RPS26,protein_coding,ribosomal protein S26 [Source:HGNC Symbol;Acc:10414],1.830246344,0.000428038,0.037283188,0.977257094,0.014196798,0.227276583,-0.85298925,0.017064256,0.594536198
ENSG00000187531,SIRT7,protein_coding,sirtuin 7 [Source:HGNC Symbol;Acc:14935],0.639293942,0.000431008,0.037302801,0.411527076,0.003422161,0.113415435,-0.227766866,0.067495649,0.794802813
ENSG00000006744,ELAC2,protein_coding,elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:14198],0.401660591,0.000436728,0.037491979,0.270980951,0.002789156,0.104983513,-0.13067964,0.085812936,0.810009179
ENSG00000140105,WARS,protein_coding,tryptophanyl-tRNA synthetase [Source:HGNC Symbol;Acc:12729],0.562721077,0.000438712,0.037491979,0.22278138,0.065173551,0.424176601,-0.339939697,0.002545147,0.323209842
ENSG00000197321,SVIL,protein_coding,supervillin [Source:HGNC Symbol;Acc:11480],1.029016113,0.00044336,0.037542886,0.840775897,0.000427607,0.043686619,-0.188240217,0.330677898,0.920099674
ENSG00000144229,THSD7B,protein_coding,"thrombospondin, type I, domain containing 7B [Source:HGNC Symbol;Acc:29348]",1.252804637,0.000444834,0.037542886,0.704105906,0.011830717,0.212849669,-0.54869873,0.021506836,0.656004893
ENSG00000144218,AFF3,protein_coding,"AF4/FMR2 family, member 3 [Source:HGNC Symbol;Acc:6473]",-1.056116973,0.000457107,0.038340593,-0.858742007,0.000944803,0.062565507,0.197374967,0.269445917,0.915621622
ENSG00000132535,DLG4,protein_coding,"discs, large homolog 4 (Drosophila) [Source:HGNC Symbol;Acc:2903]",0.419878023,0.000462103,0.038521792,0.262562691,0.005798589,0.14404247,-0.157315332,0.047424894,0.767448395
ENSG00000136732,GYPC,protein_coding,glycophorin C (Gerbich blood group) [Source:HGNC Symbol;Acc:4704],-2.149038511,0.000465086,0.038534041,-2.253402439,8.26E-05,0.01829043,-0.104363928,0.755468821,0.985857861
ENSG00000151694,ADAM17,protein_coding,ADAM metallopeptidase domain 17 [Source:HGNC Symbol;Acc:195],-0.356883015,0.00047532,0.039143358,-0.310628289,0.0002685,0.033781277,0.046254726,0.48364292,0.960226453
ENSG00000071073,MGAT4A,protein_coding,"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A [Source:HGNC Symbol;Acc:7047]",-0.61525617,0.000478341,0.039154806,-0.409962427,0.004496137,0.1263993,0.205293744,0.06540305,0.794802813
ENSG00000104320,NBN,protein_coding,nibrin [Source:HGNC Symbol;Acc:7652],-0.339439785,0.000482601,0.039266934,-0.287780118,0.000378964,0.040186324,0.051659666,0.409933026,0.94029313
ENSG00000156500,FAM122C,protein_coding,family with sequence similarity 122C [Source:HGNC Symbol;Acc:25202],-1.026419576,0.000489088,0.039371683,-0.892761806,0.000297434,0.035765813,0.133657769,0.479272588,0.959069158
ENSG00000196365,LONP1,protein_coding,"lon peptidase 1, mitochondrial [Source:HGNC Symbol;Acc:9479]",0.44140643,0.000491081,0.039371683,0.439920359,5.30E-05,0.016000412,-0.001486071,0.985506238,0.99915002
ENSG00000082196,C1QTNF3,protein_coding,C1q and tumor necrosis factor related protein 3 [Source:HGNC Symbol;Acc:14326],-2.219147097,0.000495244,0.039371683,-1.608601486,0.003079841,0.109266011,0.610545612,0.10439193,0.831007116
ENSG00000118515,SGK1,protein_coding,serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:10810],1.537618977,0.000495478,0.039371683,1.087645604,0.001562964,0.079541385,-0.449973373,0.138781527,0.867537993
ENSG00000101255,TRIB3,protein_coding,tribbles pseudokinase 3 [Source:HGNC Symbol;Acc:16228],1.222738294,0.000507025,0.039921998,0.795381439,0.004499118,0.1263993,-0.427356855,0.066522307,0.794802813
ENSG00000168394,TAP1,protein_coding,"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP) [Source:HGNC Symbol;Acc:43]",1.51337646,0.00050828,0.039921998,1.251211173,0.000322188,0.037100759,-0.262165287,0.377914142,0.928756983
ENSG00000134138,MEIS2,protein_coding,Meis homeobox 2 [Source:HGNC Symbol;Acc:7001],-2.721826904,0.000515669,0.040226853,-2.09813314,0.001635379,0.082500909,0.623693764,0.188086605,0.895143144
ENSG00000085514,PILRA,protein_coding,paired immunoglobin-like type 2 receptor alpha [Source:HGNC Symbol;Acc:20396],2.097382771,0.000518082,0.040226853,0.405053009,0.366985679,0.76203826,-1.692329762,0.000148205,0.047947816
ENSG00000138696,BMPR1B,protein_coding,"bone morphogenetic protein receptor, type IB [Source:HGNC Symbol;Acc:1077]",-2.031426381,0.000525223,0.040549624,-1.236787708,0.014294793,0.227444553,0.794638673,0.015079175,0.588155111
ENSG00000110042,DTX4,protein_coding,deltex homolog 4 (Drosophila) [Source:HGNC Symbol;Acc:29151],-0.583980018,0.00054118,0.041545525,-0.387500689,0.004081982,0.122285225,0.196479329,0.078013607,0.797628962
ENSG00000197696,NMB,protein_coding,neuromedin B [Source:HGNC Symbol;Acc:7842],-1.099199732,0.000550372,0.042013827,-0.890488664,0.000383232,0.040186324,0.208711068,0.344243342,0.922370916
ENSG00000169813,HNRNPF,protein_coding,heterogeneous nuclear ribonucleoprotein F [Source:HGNC Symbol;Acc:5039],0.366416588,0.000565945,0.042961261,0.171504964,0.03493238,0.326451982,-0.194911624,0.008203984,0.496565931
ENSG00000261754,CTC-523E23.1,lincRNA,,-1.248550167,0.000569369,0.04298107,-1.044933718,0.001246303,0.070268751,0.203616449,0.303830872,0.916507195
ENSG00000108270,AATF,protein_coding,apoptosis antagonizing transcription factor [Source:HGNC Symbol;Acc:19235],0.456533015,0.000589992,0.04417778,0.205849905,0.04263098,0.35538022,-0.250683109,0.006664403,0.450526903
ENSG00000164615,CAMLG,protein_coding,calcium modulating ligand [Source:HGNC Symbol;Acc:1471],-0.37027042,0.000594785,0.04417778,-0.260976533,0.002740222,0.104297283,0.109293886,0.121953695,0.852144902
ENSG00000168938,PPIC,protein_coding,peptidylprolyl isomerase C (cyclophilin C) [Source:HGNC Symbol;Acc:9256],-1.2051429,0.000594976,0.04417778,-0.29537121,0.207721105,0.631661914,0.909771689,0.00125292,0.224008874
ENSG00000196648,GOLGA6L20,protein_coding,golgin A6 family-like 20 [Source:HGNC Symbol;Acc:49391],1.009342158,0.000603822,0.044590907,0.802838896,0.000836025,0.060974557,-0.206503262,0.286149165,0.916507195
ENSG00000171943,SRGAP2C,pseudogene,SLIT-ROBO Rho GTPase activating protein 2C [Source:HGNC Symbol;Acc:30584],0.778980796,0.000609117,0.044595531,0.301550416,0.08621426,0.46915473,-0.47743038,0.002228288,0.293960988
ENSG00000146250,PRSS35,protein_coding,"protease, serine, 35 [Source:HGNC Symbol;Acc:21387]",-2.313040091,0.000610448,0.044595531,-1.849003654,0.000495966,0.045948064,0.464036437,0.322463289,0.917484946
ENSG00000182247,UBE2E2,protein_coding,ubiquitin-conjugating enzyme E2E 2 [Source:HGNC Symbol;Acc:12478],-0.465819561,0.000622744,0.045250493,-0.255674964,0.019193922,0.257560739,0.210144597,0.017648392,0.604046214
ENSG00000135437,RDH5,protein_coding,retinol dehydrogenase 5 (11-cis/9-cis) [Source:HGNC Symbol;Acc:9940],1.452605218,0.000641298,0.046350807,1.031830764,0.001343408,0.073903779,-0.420774454,0.167815944,0.881161034
ENSG00000100151,PICK1,protein_coding,protein interacting with PRKCA 1 [Source:HGNC Symbol;Acc:9394],0.520161084,0.000650294,0.046752348,0.231118763,0.052692843,0.390611213,-0.289042321,0.005035956,0.410143033
ENSG00000176715,ACSF3,protein_coding,acyl-CoA synthetase family member 3 [Source:HGNC Symbol;Acc:27288],0.642394399,0.000654913,0.046836651,0.325680035,0.024213957,0.282532938,-0.316714364,0.015504365,0.588155111
ENSG00000100056,DGCR14,protein_coding,DiGeorge syndrome critical region gene 14 [Source:HGNC Symbol;Acc:16817],0.402213095,0.000691597,0.049201186,0.256299981,0.007256299,0.164474289,-0.145913115,0.059727654,0.794802813
ENSG00000160352,ZNF714,protein_coding,zinc finger protein 714 [Source:HGNC Symbol;Acc:27124],-1.21206447,0.000698714,0.049430871,-0.772885628,0.00716663,0.163664154,0.439178842,0.061023918,0.794802813
ENSG00000101384,JAG1,protein_coding,jagged 1 [Source:HGNC Symbol;Acc:6188],-0.981285806,0.000702838,0.049430871,-0.962472059,0.000115671,0.02095643,0.018813747,0.919143684,0.99744829
ENSG00000267767,CTC-523E23.4,lincRNA,,-1.432397944,0.00070574,0.049430871,-1.277574221,0.000843929,0.060974557,0.154823723,0.499936327,0.964318892
ENSG00000107518,ATRNL1,protein_coding,attractin-like 1 [Source:HGNC Symbol;Acc:29063],-0.989044721,0.000712216,0.049583864,-0.507775144,0.026500738,0.292678169,0.481269577,0.014773515,0.588155111
ENSG00000049540,ELN,protein_coding,elastin [Source:HGNC Symbol;Acc:3327],-2.900408917,0.000715222,0.049583864,-1.405655253,0.027437738,0.297816448,1.494753664,0.015526354,0.588155111
ENSG00000131016,AKAP12,protein_coding,A kinase (PRKA) anchor protein 12 [Source:HGNC Symbol;Acc:370],-0.903078551,0.000721611,0.049669292,-0.641042865,0.00306016,0.108851956,0.262035686,0.134461507,0.864864908
ENSG00000206579,XKR4,protein_coding,"XK, Kell blood group complex subunit-related family, member 4 [Source:HGNC Symbol;Acc:29394]",-0.703644256,0.000723765,0.049669292,-0.71223349,0.000119882,0.021007444,-0.008589234,0.945955097,0.99744829
ENSG00000093072,CECR1,protein_coding,"cat eye syndrome chromosome region, candidate 1 [Source:HGNC Symbol;Acc:1839]",-1.601424116,0.000729617,0.049676576,-0.610719157,0.093588371,0.48493111,0.990704959,0.002673249,0.330219194
ENSG00000152778,IFIT5,protein_coding,interferon-induced protein with tetratricopeptide repeats 5 [Source:HGNC Symbol;Acc:13328],-0.471204913,0.000731183,0.049676576,-0.376329743,0.00123284,0.069884853,0.09487517,0.285215614,0.916507195
ENSG00000118873,RAB3GAP2,protein_coding,RAB3 GTPase activating protein subunit 2 (non-catalytic) [Source:HGNC Symbol;Acc:17168],0.536349828,0.000747576,0.050351403,0.44024376,0.000777659,0.058592935,-0.096106068,0.357120568,0.926769119
ENSG00000033050,ABCF2,protein_coding,"ATP-binding cassette, sub-family F (GCN20), member 2 [Source:HGNC Symbol;Acc:71]",0.394986071,0.000750044,0.050351403,0.218526768,0.016218836,0.241559735,-0.176459303,0.028292229,0.687705486
ENSG00000150076,C10ORF68,protein_coding,"Homo sapiens coiled-coil domain containing 7 (CCDC7), transcript variant 5, mRNA. [Source:RefSeq mRNA;Acc:NM_024688]",-1.32006784,0.000752232,0.050351403,-0.42154943,0.172004776,0.598565596,0.89851841,0.000687884,0.1460463
ENSG00000152726,FAM21B,protein_coding,"family with sequence similarity 21, member B [Source:HGNC Symbol;Acc:23417]",4.010624826,0.000767779,0.051043854,2.174121852,0.005655512,0.142716342,-1.836502974,0.053136503,0.788247342
ENSG00000011007,TCEB3,protein_coding,"transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A) [Source:HGNC Symbol;Acc:11620]",0.283683961,0.000770091,0.051043854,0.147516855,0.024140804,0.282293674,-0.136167107,0.018628619,0.621145018
ENSG00000204604,ZNF468,protein_coding,zinc finger protein 468 [Source:HGNC Symbol;Acc:33105],0.513018255,0.000775256,0.051136788,0.332599241,0.005757502,0.143537996,-0.180419015,0.080612867,0.801879672
ENSG00000077616,NAALAD2,protein_coding,N-acetylated alpha-linked acidic dipeptidase 2 [Source:HGNC Symbol;Acc:14526],-1.099439846,0.000779977,0.051199675,-0.969926787,0.00074405,0.056800466,0.129513059,0.501269967,0.964795319
ENSG00000168038,ULK4,protein_coding,unc-51 like kinase 4 [Source:HGNC Symbol;Acc:15784],0.778455445,0.000785539,0.051316822,0.751459058,7.24E-05,0.017720999,-0.026996387,0.866793701,0.995305376
ENSG00000112031,MTRF1L,protein_coding,mitochondrial translational release factor 1-like [Source:HGNC Symbol;Acc:21051],0.480836855,0.000790306,0.051381206,0.296874121,0.007865582,0.171553019,-0.183962734,0.061243183,0.794802813
ENSG00000251136,RP11-37B2.1,lincRNA,,-0.981009258,0.000808374,0.052305631,-0.725542313,0.003559579,0.116404935,0.255466945,0.149193637,0.868564525
ENSG00000188529,SRSF10,protein_coding,serine/arginine-rich splicing factor 10 [Source:HGNC Symbol;Acc:16713],0.35017944,0.00082589,0.053008442,0.213758908,0.009732751,0.190285786,-0.136420532,0.053325977,0.788247342
ENSG00000249464,LINC01091,lincRNA,long intergenic non-protein coding RNA 1091 [Source:HGNC Symbol;Acc:27721],1.581807423,0.000831814,0.053008442,1.357055353,0.000305989,0.036154581,-0.22475207,0.496974721,0.964318892
ENSG00000106483,SFRP4,protein_coding,secreted frizzled-related protein 4 [Source:HGNC Symbol;Acc:10778],-1.372366496,0.000836174,0.053008442,-0.839805896,0.01103921,0.205526413,0.532560601,0.048033676,0.76908084
ENSG00000143153,ATP1B1,protein_coding,"ATPase, Na+/K+ transporting, beta 1 polypeptide [Source:HGNC Symbol;Acc:804]",-0.603180816,0.00083718,0.053008442,-0.553012662,0.000291356,0.035347742,0.050168154,0.668170336,0.984506152
